PK publish timeStamp(t0),Assembly receive timeStamp(t1),HCD receive timeStamp(t2),Simulator receive timeStamp(t3)
2018-12-27T11:04:23.486002, 2018-12-27T11:04:23.998578, 2018-12-27T11:04:23.999371, 2018-12-27T11:04:23.999388
2018-12-27T11:04:23.498872, 2018-12-27T11:04:24.007538, 2018-12-27T11:04:24.007939, 2018-12-27T11:04:24.007963
2018-12-27T11:04:23.512627, 2018-12-27T11:04:24.013823, 2018-12-27T11:04:24.014159, 2018-12-27T11:04:24.014180
2018-12-27T11:04:23.521300, 2018-12-27T11:04:24.019204, 2018-12-27T11:04:24.019631, 2018-12-27T11:04:24.019650
2018-12-27T11:04:23.532346, 2018-12-27T11:04:24.021297, 2018-12-27T11:04:24.021674, 2018-12-27T11:04:24.021694
2018-12-27T11:04:23.547291, 2018-12-27T11:04:24.023031, 2018-12-27T11:04:24.023412, 2018-12-27T11:04:24.023430
2018-12-27T11:04:23.562091, 2018-12-27T11:04:24.024293, 2018-12-27T11:04:24.024583, 2018-12-27T11:04:24.024599
2018-12-27T11:04:23.575300, 2018-12-27T11:04:24.025204, 2018-12-27T11:04:24.025473, 2018-12-27T11:04:24.025487
2018-12-27T11:04:23.590205, 2018-12-27T11:04:24.026190, 2018-12-27T11:04:24.026527, 2018-12-27T11:04:24.026539
2018-12-27T11:04:23.603453, 2018-12-27T11:04:24.028918, 2018-12-27T11:04:24.029387, 2018-12-27T11:04:24.029408
2018-12-27T11:04:23.618843, 2018-12-27T11:04:24.034274, 2018-12-27T11:04:24.034627, 2018-12-27T11:04:24.034649
2018-12-27T11:04:23.629890, 2018-12-27T11:04:24.035632, 2018-12-27T11:04:24.038741, 2018-12-27T11:04:24.038762
2018-12-27T11:04:23.645593, 2018-12-27T11:04:24.051840, 2018-12-27T11:04:24.052226, 2018-12-27T11:04:24.052248
2018-12-27T11:04:23.658285, 2018-12-27T11:04:24.056638, 2018-12-27T11:04:24.057150, 2018-12-27T11:04:24.057193
2018-12-27T11:04:23.670053, 2018-12-27T11:04:24.059555, 2018-12-27T11:04:24.059921, 2018-12-27T11:04:24.059942
2018-12-27T11:04:23.680661, 2018-12-27T11:04:24.060960, 2018-12-27T11:04:24.063942, 2018-12-27T11:04:24.064043
2018-12-27T11:04:23.691557, 2018-12-27T11:04:24.064252, 2018-12-27T11:04:24.064633, 2018-12-27T11:04:24.064649
2018-12-27T11:04:23.702684, 2018-12-27T11:04:24.065696, 2018-12-27T11:04:24.066110, 2018-12-27T11:04:24.066127
2018-12-27T11:04:23.713337, 2018-12-27T11:04:24.066563, 2018-12-27T11:04:24.067536, 2018-12-27T11:04:24.067554
2018-12-27T11:04:23.727282, 2018-12-27T11:04:24.070821, 2018-12-27T11:04:24.071251, 2018-12-27T11:04:24.071274
2018-12-27T11:04:23.741329, 2018-12-27T11:04:24.073653, 2018-12-27T11:04:24.074080, 2018-12-27T11:04:24.074110
2018-12-27T11:04:23.754210, 2018-12-27T11:04:24.075870, 2018-12-27T11:04:24.076296, 2018-12-27T11:04:24.076318
2018-12-27T11:04:23.767358, 2018-12-27T11:04:24.083548, 2018-12-27T11:04:24.084448, 2018-12-27T11:04:24.084468
2018-12-27T11:04:23.780519, 2018-12-27T11:04:24.090925, 2018-12-27T11:04:24.094250, 2018-12-27T11:04:24.094314
2018-12-27T11:04:23.793271, 2018-12-27T11:04:24.099539, 2018-12-27T11:04:24.102285, 2018-12-27T11:04:24.102312
2018-12-27T11:04:23.807981, 2018-12-27T11:04:24.101841, 2018-12-27T11:04:24.102306, 2018-12-27T11:04:24.102383
2018-12-27T11:04:23.818873, 2018-12-27T11:04:24.104920, 2018-12-27T11:04:24.105212, 2018-12-27T11:04:24.105229
2018-12-27T11:04:23.831060, 2018-12-27T11:04:24.106426, 2018-12-27T11:04:24.106854, 2018-12-27T11:04:24.106872
2018-12-27T11:04:23.840951, 2018-12-27T11:04:24.114724, 2018-12-27T11:04:24.115290, 2018-12-27T11:04:24.115314
2018-12-27T11:04:23.851776, 2018-12-27T11:04:24.121194, 2018-12-27T11:04:24.121559, 2018-12-27T11:04:24.121578
2018-12-27T11:04:23.886213, 2018-12-27T11:04:24.130342, 2018-12-27T11:04:24.130736, 2018-12-27T11:04:24.130757
2018-12-27T11:04:23.886285, 2018-12-27T11:04:24.131831, 2018-12-27T11:04:24.132331, 2018-12-27T11:04:24.132352
2018-12-27T11:04:23.888792, 2018-12-27T11:04:24.136896, 2018-12-27T11:04:24.137419, 2018-12-27T11:04:24.137439
2018-12-27T11:04:23.900127, 2018-12-27T11:04:24.141706, 2018-12-27T11:04:24.143089, 2018-12-27T11:04:24.143112
2018-12-27T11:04:23.915245, 2018-12-27T11:04:24.144048, 2018-12-27T11:04:24.144397, 2018-12-27T11:04:24.144417
2018-12-27T11:04:23.925883, 2018-12-27T11:04:24.145353, 2018-12-27T11:04:24.145787, 2018-12-27T11:04:24.145807
2018-12-27T11:04:23.937102, 2018-12-27T11:04:24.146896, 2018-12-27T11:04:24.147610, 2018-12-27T11:04:24.147633
2018-12-27T11:04:23.950256, 2018-12-27T11:04:24.150623, 2018-12-27T11:04:24.153312, 2018-12-27T11:04:24.153330
2018-12-27T11:04:23.962807, 2018-12-27T11:04:24.152638, 2018-12-27T11:04:24.153326, 2018-12-27T11:04:24.153363
2018-12-27T11:04:23.978093, 2018-12-27T11:04:24.155817, 2018-12-27T11:04:24.158669, 2018-12-27T11:04:24.158691
2018-12-27T11:04:23.989098, 2018-12-27T11:04:24.160929, 2018-12-27T11:04:24.162959, 2018-12-27T11:04:24.162974
2018-12-27T11:04:24.000181, 2018-12-27T11:04:24.164956, 2018-12-27T11:04:24.165441, 2018-12-27T11:04:24.165461
2018-12-27T11:04:24.010777, 2018-12-27T11:04:24.166274, 2018-12-27T11:04:24.166650, 2018-12-27T11:04:24.166678
2018-12-27T11:04:24.022009, 2018-12-27T11:04:24.167689, 2018-12-27T11:04:24.168067, 2018-12-27T11:04:24.168095
2018-12-27T11:04:24.032935, 2018-12-27T11:04:24.171475, 2018-12-27T11:04:24.172071, 2018-12-27T11:04:24.172085
2018-12-27T11:04:24.043548, 2018-12-27T11:04:24.176161, 2018-12-27T11:04:24.176561, 2018-12-27T11:04:24.176582
2018-12-27T11:04:24.056317, 2018-12-27T11:04:24.179077, 2018-12-27T11:04:24.179606, 2018-12-27T11:04:24.179630
2018-12-27T11:04:24.067901, 2018-12-27T11:04:24.182014, 2018-12-27T11:04:24.183296, 2018-12-27T11:04:24.183318
2018-12-27T11:04:24.077956, 2018-12-27T11:04:24.188227, 2018-12-27T11:04:24.188770, 2018-12-27T11:04:24.188793
2018-12-27T11:04:24.090337, 2018-12-27T11:04:24.191120, 2018-12-27T11:04:24.191517, 2018-12-27T11:04:24.191551
2018-12-27T11:04:24.103684, 2018-12-27T11:04:24.195885, 2018-12-27T11:04:24.196399, 2018-12-27T11:04:24.196421
2018-12-27T11:04:24.119248, 2018-12-27T11:04:24.202334, 2018-12-27T11:04:24.202693, 2018-12-27T11:04:24.202708
2018-12-27T11:04:24.136500, 2018-12-27T11:04:24.208262, 2018-12-27T11:04:24.208595, 2018-12-27T11:04:24.208616
2018-12-27T11:04:24.149269, 2018-12-27T11:04:24.209943, 2018-12-27T11:04:24.210397, 2018-12-27T11:04:24.210416
2018-12-27T11:04:24.161993, 2018-12-27T11:04:24.211519, 2018-12-27T11:04:24.211894, 2018-12-27T11:04:24.211914
2018-12-27T11:04:24.172739, 2018-12-27T11:04:24.213755, 2018-12-27T11:04:24.214318, 2018-12-27T11:04:24.214334
2018-12-27T11:04:24.183380, 2018-12-27T11:04:24.218745, 2018-12-27T11:04:24.219318, 2018-12-27T11:04:24.219341
2018-12-27T11:04:24.194183, 2018-12-27T11:04:24.221506, 2018-12-27T11:04:24.221903, 2018-12-27T11:04:24.221923
2018-12-27T11:04:24.205041, 2018-12-27T11:04:24.225055, 2018-12-27T11:04:24.225426, 2018-12-27T11:04:24.225446
2018-12-27T11:04:24.215656, 2018-12-27T11:04:24.227916, 2018-12-27T11:04:24.228301, 2018-12-27T11:04:24.228322
2018-12-27T11:04:24.226668, 2018-12-27T11:04:24.230297, 2018-12-27T11:04:24.230694, 2018-12-27T11:04:24.230714
2018-12-27T11:04:24.239875, 2018-12-27T11:04:24.246929, 2018-12-27T11:04:24.249676, 2018-12-27T11:04:24.249699
2018-12-27T11:04:24.255520, 2018-12-27T11:04:24.256870, 2018-12-27T11:04:24.257562, 2018-12-27T11:04:24.257583
2018-12-27T11:04:24.266643, 2018-12-27T11:04:24.267576, 2018-12-27T11:04:24.270454, 2018-12-27T11:04:24.270480
2018-12-27T11:04:24.279071, 2018-12-27T11:04:24.280758, 2018-12-27T11:04:24.284005, 2018-12-27T11:04:24.284032
2018-12-27T11:04:24.299699, 2018-12-27T11:04:24.301179, 2018-12-27T11:04:24.302494, 2018-12-27T11:04:24.302512
2018-12-27T11:04:24.311881, 2018-12-27T11:04:24.312784, 2018-12-27T11:04:24.313338, 2018-12-27T11:04:24.313355
2018-12-27T11:04:24.327328, 2018-12-27T11:04:24.328366, 2018-12-27T11:04:24.329219, 2018-12-27T11:04:24.329238
2018-12-27T11:04:24.338393, 2018-12-27T11:04:24.339245, 2018-12-27T11:04:24.339628, 2018-12-27T11:04:24.339650
2018-12-27T11:04:24.351033, 2018-12-27T11:04:24.352108, 2018-12-27T11:04:24.353961, 2018-12-27T11:04:24.353985
2018-12-27T11:04:24.367237, 2018-12-27T11:04:24.368039, 2018-12-27T11:04:24.368435, 2018-12-27T11:04:24.368450
2018-12-27T11:04:24.377961, 2018-12-27T11:04:24.379276, 2018-12-27T11:04:24.380003, 2018-12-27T11:04:24.380025
2018-12-27T11:04:24.388844, 2018-12-27T11:04:24.389901, 2018-12-27T11:04:24.390200, 2018-12-27T11:04:24.390219
2018-12-27T11:04:24.401601, 2018-12-27T11:04:24.403330, 2018-12-27T11:04:24.406351, 2018-12-27T11:04:24.406377
2018-12-27T11:04:24.414730, 2018-12-27T11:04:24.415888, 2018-12-27T11:04:24.416442, 2018-12-27T11:04:24.416468
2018-12-27T11:04:24.425838, 2018-12-27T11:04:24.426649, 2018-12-27T11:04:24.427052, 2018-12-27T11:04:24.427074
2018-12-27T11:04:24.436773, 2018-12-27T11:04:24.438191, 2018-12-27T11:04:24.438625, 2018-12-27T11:04:24.438640
2018-12-27T11:04:24.449142, 2018-12-27T11:04:24.451592, 2018-12-27T11:04:24.454640, 2018-12-27T11:04:24.454662
2018-12-27T11:04:24.463638, 2018-12-27T11:04:24.464721, 2018-12-27T11:04:24.465228, 2018-12-27T11:04:24.465250
2018-12-27T11:04:24.475974, 2018-12-27T11:04:24.478087, 2018-12-27T11:04:24.478831, 2018-12-27T11:04:24.478851
2018-12-27T11:04:24.487306, 2018-12-27T11:04:24.488378, 2018-12-27T11:04:24.488884, 2018-12-27T11:04:24.488905
2018-12-27T11:04:24.499096, 2018-12-27T11:04:24.499939, 2018-12-27T11:04:24.500280, 2018-12-27T11:04:24.500296
2018-12-27T11:04:24.516774, 2018-12-27T11:04:24.517801, 2018-12-27T11:04:24.518429, 2018-12-27T11:04:24.518449
2018-12-27T11:04:24.528195, 2018-12-27T11:04:24.529036, 2018-12-27T11:04:24.529449, 2018-12-27T11:04:24.529466
2018-12-27T11:04:24.541605, 2018-12-27T11:04:24.542978, 2018-12-27T11:04:24.547602, 2018-12-27T11:04:24.547626
2018-12-27T11:04:24.552959, 2018-12-27T11:04:24.553815, 2018-12-27T11:04:24.554242, 2018-12-27T11:04:24.554258
2018-12-27T11:04:24.568107, 2018-12-27T11:04:24.568846, 2018-12-27T11:04:24.569219, 2018-12-27T11:04:24.569240
2018-12-27T11:04:24.578654, 2018-12-27T11:04:24.580415, 2018-12-27T11:04:24.584061, 2018-12-27T11:04:24.584089
2018-12-27T11:04:24.591235, 2018-12-27T11:04:24.591950, 2018-12-27T11:04:24.592433, 2018-12-27T11:04:24.592456
2018-12-27T11:04:24.603674, 2018-12-27T11:04:24.604630, 2018-12-27T11:04:24.605082, 2018-12-27T11:04:24.605097
2018-12-27T11:04:24.616914, 2018-12-27T11:04:24.618253, 2018-12-27T11:04:24.618644, 2018-12-27T11:04:24.618658
2018-12-27T11:04:24.629311, 2018-12-27T11:04:24.630297, 2018-12-27T11:04:24.630852, 2018-12-27T11:04:24.630875
2018-12-27T11:04:24.642243, 2018-12-27T11:04:24.644114, 2018-12-27T11:04:24.644765, 2018-12-27T11:04:24.644790
2018-12-27T11:04:24.652740, 2018-12-27T11:04:24.653591, 2018-12-27T11:04:24.654011, 2018-12-27T11:04:24.654034
2018-12-27T11:04:24.663980, 2018-12-27T11:04:24.664683, 2018-12-27T11:04:24.665125, 2018-12-27T11:04:24.665147
2018-12-27T11:04:24.674690, 2018-12-27T11:04:24.675751, 2018-12-27T11:04:24.676169, 2018-12-27T11:04:24.676192
2018-12-27T11:04:24.689052, 2018-12-27T11:04:24.690206, 2018-12-27T11:04:24.690680, 2018-12-27T11:04:24.690697
2018-12-27T11:04:24.701796, 2018-12-27T11:04:24.702646, 2018-12-27T11:04:24.703515, 2018-12-27T11:04:24.703538
2018-12-27T11:04:24.715241, 2018-12-27T11:04:24.717184, 2018-12-27T11:04:24.717626, 2018-12-27T11:04:24.717647
2018-12-27T11:04:24.726049, 2018-12-27T11:04:24.726987, 2018-12-27T11:04:24.727888, 2018-12-27T11:04:24.727911
2018-12-27T11:04:24.741286, 2018-12-27T11:04:24.755562, 2018-12-27T11:04:24.756011, 2018-12-27T11:04:24.756030
2018-12-27T11:04:24.754445, 2018-12-27T11:04:24.755614, 2018-12-27T11:04:24.756028, 2018-12-27T11:04:24.756088
2018-12-27T11:04:24.772331, 2018-12-27T11:04:24.773621, 2018-12-27T11:04:24.774104, 2018-12-27T11:04:24.774123
2018-12-27T11:04:24.785401, 2018-12-27T11:04:24.786136, 2018-12-27T11:04:24.786585, 2018-12-27T11:04:24.786606
2018-12-27T11:04:24.798854, 2018-12-27T11:04:24.799664, 2018-12-27T11:04:24.800725, 2018-12-27T11:04:24.800743
2018-12-27T11:04:24.812438, 2018-12-27T11:04:24.813325, 2018-12-27T11:04:24.813745, 2018-12-27T11:04:24.813768
2018-12-27T11:04:24.823394, 2018-12-27T11:04:24.824244, 2018-12-27T11:04:24.824844, 2018-12-27T11:04:24.824869
2018-12-27T11:04:24.834207, 2018-12-27T11:04:24.835327, 2018-12-27T11:04:24.835721, 2018-12-27T11:04:24.835736
2018-12-27T11:04:24.849306, 2018-12-27T11:04:24.850391, 2018-12-27T11:04:24.850773, 2018-12-27T11:04:24.850790
2018-12-27T11:04:24.862479, 2018-12-27T11:04:24.863172, 2018-12-27T11:04:24.863490, 2018-12-27T11:04:24.863509
2018-12-27T11:04:24.876152, 2018-12-27T11:04:24.876944, 2018-12-27T11:04:24.877382, 2018-12-27T11:04:24.877403
2018-12-27T11:04:24.891103, 2018-12-27T11:04:24.892343, 2018-12-27T11:04:24.894891, 2018-12-27T11:04:24.894915
2018-12-27T11:04:24.902335, 2018-12-27T11:04:24.903567, 2018-12-27T11:04:24.904409, 2018-12-27T11:04:24.904425
2018-12-27T11:04:24.914660, 2018-12-27T11:04:24.915970, 2018-12-27T11:04:24.916338, 2018-12-27T11:04:24.916360
2018-12-27T11:04:24.928437, 2018-12-27T11:04:24.930366, 2018-12-27T11:04:24.930939, 2018-12-27T11:04:24.930961
2018-12-27T11:04:24.938954, 2018-12-27T11:04:24.941928, 2018-12-27T11:04:24.942694, 2018-12-27T11:04:24.942711
2018-12-27T11:04:24.949596, 2018-12-27T11:04:24.950718, 2018-12-27T11:04:24.951493, 2018-12-27T11:04:24.951521
2018-12-27T11:04:24.964096, 2018-12-27T11:04:24.965437, 2018-12-27T11:04:24.966067, 2018-12-27T11:04:24.966087
2018-12-27T11:04:24.974599, 2018-12-27T11:04:24.977207, 2018-12-27T11:04:24.977599, 2018-12-27T11:04:24.977620
2018-12-27T11:04:24.985385, 2018-12-27T11:04:24.986370, 2018-12-27T11:04:24.986917, 2018-12-27T11:04:24.986932
2018-12-27T11:04:24.996400, 2018-12-27T11:04:24.997255, 2018-12-27T11:04:24.997736, 2018-12-27T11:04:24.997756
2018-12-27T11:04:25.007268, 2018-12-27T11:04:25.007980, 2018-12-27T11:04:25.008905, 2018-12-27T11:04:25.008926
2018-12-27T11:04:25.019022, 2018-12-27T11:04:25.019785, 2018-12-27T11:04:25.020385, 2018-12-27T11:04:25.020413
2018-12-27T11:04:25.029266, 2018-12-27T11:04:25.030073, 2018-12-27T11:04:25.030585, 2018-12-27T11:04:25.030609
2018-12-27T11:04:25.040297, 2018-12-27T11:04:25.041781, 2018-12-27T11:04:25.042148, 2018-12-27T11:04:25.042169
2018-12-27T11:04:25.054997, 2018-12-27T11:04:25.055721, 2018-12-27T11:04:25.059141, 2018-12-27T11:04:25.059163
2018-12-27T11:04:25.069257, 2018-12-27T11:04:25.071097, 2018-12-27T11:04:25.071510, 2018-12-27T11:04:25.071529
2018-12-27T11:04:25.080151, 2018-12-27T11:04:25.080971, 2018-12-27T11:04:25.081453, 2018-12-27T11:04:25.081474
2018-12-27T11:04:25.094210, 2018-12-27T11:04:25.096839, 2018-12-27T11:04:25.097582, 2018-12-27T11:04:25.097600
2018-12-27T11:04:25.106562, 2018-12-27T11:04:25.107662, 2018-12-27T11:04:25.108361, 2018-12-27T11:04:25.108379
2018-12-27T11:04:25.122371, 2018-12-27T11:04:25.124900, 2018-12-27T11:04:25.125305, 2018-12-27T11:04:25.125323
2018-12-27T11:04:25.133334, 2018-12-27T11:04:25.134369, 2018-12-27T11:04:25.134975, 2018-12-27T11:04:25.134996
2018-12-27T11:04:25.143830, 2018-12-27T11:04:25.145150, 2018-12-27T11:04:25.145471, 2018-12-27T11:04:25.145494
2018-12-27T11:04:25.154815, 2018-12-27T11:04:25.155518, 2018-12-27T11:04:25.156052, 2018-12-27T11:04:25.156075
2018-12-27T11:04:25.168172, 2018-12-27T11:04:25.168952, 2018-12-27T11:04:25.169299, 2018-12-27T11:04:25.169318
2018-12-27T11:04:25.182370, 2018-12-27T11:04:25.184840, 2018-12-27T11:04:25.185153, 2018-12-27T11:04:25.185175
2018-12-27T11:04:25.193206, 2018-12-27T11:04:25.194250, 2018-12-27T11:04:25.194699, 2018-12-27T11:04:25.194722
2018-12-27T11:04:25.205976, 2018-12-27T11:04:25.208656, 2018-12-27T11:04:25.209222, 2018-12-27T11:04:25.209237
2018-12-27T11:04:25.217266, 2018-12-27T11:04:25.218224, 2018-12-27T11:04:25.218631, 2018-12-27T11:04:25.218658
2018-12-27T11:04:25.231015, 2018-12-27T11:04:25.232029, 2018-12-27T11:04:25.232475, 2018-12-27T11:04:25.232496
2018-12-27T11:04:25.241586, 2018-12-27T11:04:25.244280, 2018-12-27T11:04:25.245423, 2018-12-27T11:04:25.245448
2018-12-27T11:04:25.253014, 2018-12-27T11:04:25.253790, 2018-12-27T11:04:25.254165, 2018-12-27T11:04:25.254185
2018-12-27T11:04:25.264063, 2018-12-27T11:04:25.264905, 2018-12-27T11:04:25.265584, 2018-12-27T11:04:25.265608
2018-12-27T11:04:25.277004, 2018-12-27T11:04:25.277861, 2018-12-27T11:04:25.278473, 2018-12-27T11:04:25.278496
2018-12-27T11:04:25.287668, 2018-12-27T11:04:25.290776, 2018-12-27T11:04:25.294765, 2018-12-27T11:04:25.294796
2018-12-27T11:04:25.301920, 2018-12-27T11:04:25.302869, 2018-12-27T11:04:25.303712, 2018-12-27T11:04:25.303732
2018-12-27T11:04:25.314940, 2018-12-27T11:04:25.315839, 2018-12-27T11:04:25.316678, 2018-12-27T11:04:25.316700
2018-12-27T11:04:25.326644, 2018-12-27T11:04:25.327468, 2018-12-27T11:04:25.327966, 2018-12-27T11:04:25.327985
2018-12-27T11:04:25.337508, 2018-12-27T11:04:25.340386, 2018-12-27T11:04:25.340808, 2018-12-27T11:04:25.340833
2018-12-27T11:04:25.353037, 2018-12-27T11:04:25.354009, 2018-12-27T11:04:25.354650, 2018-12-27T11:04:25.354671
2018-12-27T11:04:25.365295, 2018-12-27T11:04:25.366206, 2018-12-27T11:04:25.367484, 2018-12-27T11:04:25.367505
2018-12-27T11:04:25.378134, 2018-12-27T11:04:25.379397, 2018-12-27T11:04:25.380149, 2018-12-27T11:04:25.380171
2018-12-27T11:04:25.389651, 2018-12-27T11:04:25.390344, 2018-12-27T11:04:25.391549, 2018-12-27T11:04:25.391573
2018-12-27T11:04:25.402100, 2018-12-27T11:04:25.403256, 2018-12-27T11:04:25.403702, 2018-12-27T11:04:25.403720
2018-12-27T11:04:25.412714, 2018-12-27T11:04:25.413407, 2018-12-27T11:04:25.413979, 2018-12-27T11:04:25.413995
2018-12-27T11:04:25.423224, 2018-12-27T11:04:25.424035, 2018-12-27T11:04:25.424877, 2018-12-27T11:04:25.424897
2018-12-27T11:04:25.434472, 2018-12-27T11:04:25.435141, 2018-12-27T11:04:25.436297, 2018-12-27T11:04:25.436321
2018-12-27T11:04:25.446211, 2018-12-27T11:04:25.447178, 2018-12-27T11:04:25.447560, 2018-12-27T11:04:25.447579
2018-12-27T11:04:25.456875, 2018-12-27T11:04:25.457578, 2018-12-27T11:04:25.459834, 2018-12-27T11:04:25.459859
2018-12-27T11:04:25.467369, 2018-12-27T11:04:25.468206, 2018-12-27T11:04:25.468516, 2018-12-27T11:04:25.468537
2018-12-27T11:04:25.482712, 2018-12-27T11:04:25.483703, 2018-12-27T11:04:25.484286, 2018-12-27T11:04:25.484307
2018-12-27T11:04:25.495485, 2018-12-27T11:04:25.496207, 2018-12-27T11:04:25.496688, 2018-12-27T11:04:25.496710
2018-12-27T11:04:25.511647, 2018-12-27T11:04:25.512447, 2018-12-27T11:04:25.513258, 2018-12-27T11:04:25.513278
2018-12-27T11:04:25.522837, 2018-12-27T11:04:25.523524, 2018-12-27T11:04:25.524390, 2018-12-27T11:04:25.524415
2018-12-27T11:04:25.533292, 2018-12-27T11:04:25.533910, 2018-12-27T11:04:25.536328, 2018-12-27T11:04:25.536354
2018-12-27T11:04:25.544044, 2018-12-27T11:04:25.545894, 2018-12-27T11:04:25.546318, 2018-12-27T11:04:25.546341
2018-12-27T11:04:25.554684, 2018-12-27T11:04:25.555471, 2018-12-27T11:04:25.555875, 2018-12-27T11:04:25.555897
2018-12-27T11:04:25.565337, 2018-12-27T11:04:25.566040, 2018-12-27T11:04:25.566668, 2018-12-27T11:04:25.566689
2018-12-27T11:04:25.578518, 2018-12-27T11:04:25.579331, 2018-12-27T11:04:25.579815, 2018-12-27T11:04:25.579841
2018-12-27T11:04:25.589129, 2018-12-27T11:04:25.589899, 2018-12-27T11:04:25.590296, 2018-12-27T11:04:25.590310
2018-12-27T11:04:25.599979, 2018-12-27T11:04:25.600746, 2018-12-27T11:04:25.601587, 2018-12-27T11:04:25.601604
2018-12-27T11:04:25.612678, 2018-12-27T11:04:25.613373, 2018-12-27T11:04:25.614461, 2018-12-27T11:04:25.614487
2018-12-27T11:04:25.624735, 2018-12-27T11:04:25.625410, 2018-12-27T11:04:25.626629, 2018-12-27T11:04:25.626678
2018-12-27T11:04:25.636384, 2018-12-27T11:04:25.637143, 2018-12-27T11:04:25.638234, 2018-12-27T11:04:25.638261
2018-12-27T11:04:25.649872, 2018-12-27T11:04:25.650991, 2018-12-27T11:04:25.651380, 2018-12-27T11:04:25.651404
2018-12-27T11:04:25.667173, 2018-12-27T11:04:25.671732, 2018-12-27T11:04:25.672169, 2018-12-27T11:04:25.672184
2018-12-27T11:04:25.677720, 2018-12-27T11:04:25.678418, 2018-12-27T11:04:25.678840, 2018-12-27T11:04:25.678861
2018-12-27T11:04:25.688797, 2018-12-27T11:04:25.689631, 2018-12-27T11:04:25.690456, 2018-12-27T11:04:25.690478
2018-12-27T11:04:25.702217, 2018-12-27T11:04:25.702877, 2018-12-27T11:04:25.703256, 2018-12-27T11:04:25.703277
2018-12-27T11:04:25.717262, 2018-12-27T11:04:25.717925, 2018-12-27T11:04:25.718239, 2018-12-27T11:04:25.718260
2018-12-27T11:04:25.726219, 2018-12-27T11:04:25.727091, 2018-12-27T11:04:25.727401, 2018-12-27T11:04:25.727421
2018-12-27T11:04:25.737017, 2018-12-27T11:04:25.737601, 2018-12-27T11:04:25.737942, 2018-12-27T11:04:25.737961
2018-12-27T11:04:25.751624, 2018-12-27T11:04:25.752458, 2018-12-27T11:04:25.752894, 2018-12-27T11:04:25.752918
2018-12-27T11:04:25.766480, 2018-12-27T11:04:25.767744, 2018-12-27T11:04:25.769493, 2018-12-27T11:04:25.769522
2018-12-27T11:04:25.779038, 2018-12-27T11:04:25.784847, 2018-12-27T11:04:25.785229, 2018-12-27T11:04:25.785249
2018-12-27T11:04:25.789692, 2018-12-27T11:04:25.792377, 2018-12-27T11:04:25.792700, 2018-12-27T11:04:25.792720
2018-12-27T11:04:25.800474, 2018-12-27T11:04:25.801687, 2018-12-27T11:04:25.802102, 2018-12-27T11:04:25.802122
2018-12-27T11:04:25.826675, 2018-12-27T11:04:25.827705, 2018-12-27T11:04:25.828309, 2018-12-27T11:04:25.828331
2018-12-27T11:04:25.827139, 2018-12-27T11:04:25.829422, 2018-12-27T11:04:25.829744, 2018-12-27T11:04:25.829762
2018-12-27T11:04:25.835371, 2018-12-27T11:04:25.836056, 2018-12-27T11:04:25.836437, 2018-12-27T11:04:25.836460
2018-12-27T11:04:25.845875, 2018-12-27T11:04:25.846605, 2018-12-27T11:04:25.847026, 2018-12-27T11:04:25.847043
2018-12-27T11:04:25.856562, 2018-12-27T11:04:25.857384, 2018-12-27T11:04:25.857745, 2018-12-27T11:04:25.857764
2018-12-27T11:04:25.869641, 2018-12-27T11:04:25.870534, 2018-12-27T11:04:25.872914, 2018-12-27T11:04:25.872941
2018-12-27T11:04:25.878030, 2018-12-27T11:04:25.878814, 2018-12-27T11:04:25.879318, 2018-12-27T11:04:25.879339
2018-12-27T11:04:25.888508, 2018-12-27T11:04:25.889238, 2018-12-27T11:04:25.889798, 2018-12-27T11:04:25.889817
2018-12-27T11:04:25.899459, 2018-12-27T11:04:25.900659, 2018-12-27T11:04:25.901062, 2018-12-27T11:04:25.901081
2018-12-27T11:04:25.910310, 2018-12-27T11:04:25.911193, 2018-12-27T11:04:25.911623, 2018-12-27T11:04:25.911641
2018-12-27T11:04:25.921249, 2018-12-27T11:04:25.921807, 2018-12-27T11:04:25.922216, 2018-12-27T11:04:25.922239
2018-12-27T11:04:25.931950, 2018-12-27T11:04:25.935098, 2018-12-27T11:04:25.936321, 2018-12-27T11:04:25.936348
2018-12-27T11:04:25.943109, 2018-12-27T11:04:25.943750, 2018-12-27T11:04:25.944802, 2018-12-27T11:04:25.944827
2018-12-27T11:04:25.953796, 2018-12-27T11:04:25.954427, 2018-12-27T11:04:25.955044, 2018-12-27T11:04:25.955067
2018-12-27T11:04:25.965101, 2018-12-27T11:04:25.965980, 2018-12-27T11:04:25.966829, 2018-12-27T11:04:25.966852
2018-12-27T11:04:25.979413, 2018-12-27T11:04:25.980461, 2018-12-27T11:04:25.980753, 2018-12-27T11:04:25.980774
2018-12-27T11:04:25.990153, 2018-12-27T11:04:25.993806, 2018-12-27T11:04:25.994280, 2018-12-27T11:04:25.994299
2018-12-27T11:04:26.001000, 2018-12-27T11:04:26.001909, 2018-12-27T11:04:26.002452, 2018-12-27T11:04:26.002474
2018-12-27T11:04:26.011853, 2018-12-27T11:04:26.012418, 2018-12-27T11:04:26.012819, 2018-12-27T11:04:26.012836
2018-12-27T11:04:26.025731, 2018-12-27T11:04:26.026532, 2018-12-27T11:04:26.027104, 2018-12-27T11:04:26.027124
2018-12-27T11:04:26.035815, 2018-12-27T11:04:26.036721, 2018-12-27T11:04:26.037321, 2018-12-27T11:04:26.037342
